4
1
-1	-1	-1	7	5	14	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	
-1	-1	10	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	5	1	
-1	-1	-1	-1	-1	-1	16	1	-1	-1	-1	-1	-1	11	12	-1	
-1	-1	-1	8	11	-1	-1	-1	-1	-1	-1	-1	-1	14	7	-1	
-1	-1	14	-1	-1	13	-1	15	-1	-1	1	-1	-1	-1	16	-1	
-1	-1	13	-1	7	5	-1	-1	11	4	15	-1	-1	1	-1	-1	
-1	-1	-1	-1	12	16	6	2	-1	-1	8	10	-1	-1	-1	11	
6	-1	-1	5	-1	3	-1	-1	13	16	-1	-1	9	10	15	2	
-1	-1	-1	13	-1	-1	-1	-1	10	5	-1	-1	3	-1	-1	-1	
-1	-1	15	-1	-1	-1	5	-1	-1	-1	6	16	-1	-1	-1	-1	
-1	9	5	-1	-1	-1	-1	-1	-1	2	-1	12	4	-1	-1	-1	
-1	-1	12	-1	-1	-1	7	-1	1	-1	9	-1	-1	-1	-1	-1	
11	-1	-1	-1	4	-1	-1	16	-1	-1	-1	-1	-1	-1	10	-1	
-1	2	4	-1	-1	-1	8	-1	-1	-1	-1	-1	16	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	4	5	-1	-1	-1	
5	-1	-1	12	-1	-1	-1	-1	9	-1	-1	-1	6	-1	1	-1	
