4
1
-1	7	-1	-1	-1	8	-1	16	-1	-1	-1	-1	-1	-1	-1	15	
-1	-1	-1	3	11	-1	-1	-1	-1	12	-1	-1	-1	2	-1	-1	
15	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	2	-1	13	-1	10	-1	11	-1	-1	-1	-1	-1	1	
2	-1	-1	-1	-1	-1	15	-1	4	7	-1	-1	-1	-1	-1	10	
-1	-1	-1	-1	2	-1	-1	-1	-1	6	-1	-1	-1	15	-1	12	
4	-1	-1	13	-1	-1	-1	-1	-1	-1	15	-1	-1	14	-1	-1	
-1	-1	7	-1	13	1	8	-1	-1	-1	16	-1	-1	-1	4	-1	
3	-1	-1	-1	-1	12	9	15	-1	-1	-1	-1	6	11	-1	2	
-1	-1	2	15	-1	7	11	-1	-1	-1	5	-1	-1	16	-1	-1	
12	6	-1	8	-1	-1	-1	3	10	16	9	2	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	7	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	16	10	6	9	
10	12	-1	9	14	-1	-1	-1	-1	-1	3	-1	2	-1	-1	-1	
16	-1	15	-1	-1	-1	4	6	11	-1	2	-1	-1	5	-1	-1	
