5
1
-1	-1	-1	-1	-1	24	10	21	4	8	-1	-1	-1	-1	-1	-1	-1	-1	1	25	-1	23	11	-1	-1	
-1	3	-1	-1	-1	25	9	-1	-1	-1	-1	-1	21	-1	-1	13	-1	7	-1	8	-1	-1	-1	20	-1	
23	18	-1	-1	10	7	-1	-1	-1	-1	4	-1	5	25	16	-1	-1	-1	21	20	-1	8	9	-1	-1	
9	15	8	-1	-1	19	-1	2	-1	-1	18	-1	-1	-1	22	-1	4	-1	6	-1	-1	-1	-1	25	1	
-1	25	-1	20	-1	22	18	3	-1	-1	11	-1	-1	-1	9	-1	23	17	10	19	5	2	6	-1	4	
-1	14	-1	-1	-1	13	-1	-1	5	6	-1	2	-1	-1	-1	-1	-1	11	16	-1	-1	-1	-1	22	25	
15	-1	-1	-1	-1	-1	21	22	-1	7	6	-1	-1	4	5	19	2	-1	13	-1	8	17	-1	14	-1	
6	8	-1	-1	-1	-1	-1	12	10	-1	-1	17	7	-1	3	21	-1	25	5	-1	4	20	-1	18	-1	
18	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	22	14	-1	8	6	-1	4	23	-1	-1	1	7	-1	
-1	4	-1	22	-1	3	11	-1	17	18	23	-1	10	-1	-1	-1	-1	9	7	1	-1	-1	-1	-1	24	
-1	-1	-1	-1	9	-1	5	-1	-1	2	-1	6	-1	11	23	3	-1	-1	-1	-1	24	-1	-1	8	-1	
3	-1	-1	-1	-1	4	-1	-1	8	-1	-1	5	-1	-1	7	-1	-1	13	-1	18	-1	-1	-1	17	12	
-1	-1	23	-1	1	14	22	11	-1	17	-1	-1	-1	20	18	-1	-1	8	-1	-1	-1	-1	10	-1	-1	
-1	-1	10	5	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	23	-1	15	-1	4	9	7	-1	-1	-1	
-1	7	-1	18	-1	12	19	9	3	-1	-1	15	25	-1	10	20	21	-1	-1	2	23	-1	-1	-1	5	
-1	17	-1	-1	6	16	-1	10	-1	-1	-1	13	15	18	-1	-1	11	19	-1	-1	12	-1	23	3	20	
-1	2	-1	-1	-1	1	-1	-1	20	14	-1	22	-1	-1	-1	16	-1	-1	23	-1	-1	-1	-1	-1	15	
-1	-1	20	-1	-1	-1	-1	-1	9	22	-1	3	11	-1	19	1	13	-1	8	-1	2	-1	17	-1	-1	
-1	-1	-1	16	25	21	-1	-1	-1	-1	-1	14	-1	-1	-1	7	17	3	-1	-1	-1	-1	-1	10	-1	
5	11	-1	-1	13	-1	-1	-1	-1	-1	8	10	-1	16	25	6	-1	-1	20	-1	-1	-1	-1	-1	-1	
25	-1	-1	14	-1	-1	-1	-1	21	-1	-1	18	-1	-1	13	-1	-1	-1	-1	6	-1	-1	8	-1	-1	
1	10	-1	21	-1	8	-1	4	-1	-1	-1	-1	3	6	-1	22	-1	24	-1	11	16	-1	-1	13	-1	
-1	-1	17	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	10	12	14	-1	-1	3	13	15	-1	-1	-1	-1	
13	-1	-1	-1	20	-1	17	-1	-1	16	-1	-1	8	-1	15	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	
-1	-1	-1	-1	4	-1	-1	-1	-1	-1	14	-1	-1	1	17	-1	8	-1	-1	-1	-1	-1	-1	-1	-1	
