4
1
-1	-1	-1	-1	3	13	-1	1	9	-1	-1	2	10	-1	7	-1	
-1	-1	-1	3	-1	-1	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	
-1	-1	8	-1	-1	-1	-1	-1	-1	-1	10	-1	12	6	-1	14	
-1	-1	1	7	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	11	
-1	16	-1	-1	9	14	-1	-1	-1	-1	-1	-1	2	13	-1	-1	
-1	2	-1	8	-1	-1	-1	-1	15	-1	4	-1	5	16	-1	-1	
12	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	13	7	-1	-1	-1	
-1	13	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1	14	-1	
6	-1	-1	-1	-1	9	3	-1	12	2	-1	-1	-1	-1	-1	-1	
-1	-1	-1	2	-1	8	-1	-1	7	13	5	16	-1	-1	-1	4	
-1	-1	-1	12	-1	-1	-1	-1	1	-1	-1	9	-1	-1	2	-1	
7	-1	-1	14	-1	12	-1	13	-1	-1	-1	3	9	1	-1	16	
-1	12	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	3	7	13	-1	
-1	-1	-1	-1	13	15	-1	-1	-1	3	-1	-1	4	-1	-1	-1	
-1	-1	-1	-1	7	-1	-1	12	-1	-1	-1	15	-1	14	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	13	7	-1	5	-1	-1	11	-1	
