4
1
3	1	-1	15	10	8	6	7	5	13	14	16	11	-1	9	-1	
9	6	10	7	13	-1	4	-1	11	-1	15	-1	-1	5	1	8	
12	13	-1	-1	-1	14	5	11	4	1	-1	-1	15	10	16	-1	
11	-1	-1	14	15	2	9	-1	12	6	8	-1	-1	13	4	7	
7	-1	3	-1	-1	-1	-1	-1	9	-1	6	-1	10	16	12	15	
-1	-1	16	6	-1	3	-1	-1	-1	4	11	12	9	-1	-1	5	
10	5	11	13	-1	6	12	-1	16	-1	3	15	-1	-1	8	1	
-1	4	9	12	-1	-1	-1	15	-1	7	-1	2	6	11	13	3	
13	-1	2	-1	-1	5	8	12	14	3	10	1	7	6	-1	-1	
1	3	6	-1	2	13	-1	14	-1	16	9	-1	-1	8	-1	4	
16	12	15	-1	-1	1	-1	6	7	8	13	4	-1	-1	10	14	
8	7	14	-1	16	-1	-1	-1	-1	12	5	-1	-1	-1	11	13	
2	9	12	3	-1	-1	16	-1	-1	-1	4	-1	8	15	-1	-1	
4	-1	-1	8	-1	-1	-1	-1	-1	-1	2	5	-1	7	14	9	
-1	14	7	-1	6	-1	15	-1	3	-1	12	-1	13	1	2	11	
-1	-1	-1	11	14	-1	-1	-1	1	10	16	7	-1	4	-1	-1	
