4
1
-1	-1	-1	2	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	-1	13	-1	-1	
8	-1	-1	-1	-1	15	7	2	-1	-1	-1	-1	1	-1	-1	-1	
-1	-1	-1	-1	-1	8	-1	-1	13	-1	11	-1	-1	-1	-1	16	
-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	
-1	-1	-1	-1	6	10	-1	4	-1	-1	-1	-1	-1	2	-1	-1	
13	-1	-1	11	-1	7	14	5	-1	-1	-1	4	-1	1	9	-1	
14	-1	8	-1	-1	-1	11	1	-1	-1	-1	-1	16	6	15	5	
-1	3	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	13	2	
-1	-1	-1	-1	10	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	1	-1	14	-1	16	5	-1	-1	-1	-1	
1	-1	-1	8	11	-1	-1	-1	-1	-1	-1	9	-1	16	-1	-1	
-1	12	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	5	7	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	4	10	-1	7	-1	-1	-1	-1	-1	-1	
-1	8	-1	-1	-1	6	3	12	-1	-1	-1	-1	-1	-1	2	-1	
