5
1
21	2	6	17	14	11	4	25	18	3	-1	5	20	15	7	24	8	12	13	19	23	16	-1	1	10	
12	-1	18	13	15	7	17	9	2	10	22	1	8	24	-1	6	4	3	23	-1	14	19	21	20	25	
10	19	25	16	4	22	21	6	14	23	13	12	3	2	17	11	1	15	20	5	9	24	-1	8	-1	
8	9	20	1	23	16	13	24	5	19	25	6	-1	18	10	21	22	17	7	2	3	12	15	4	11	
11	3	-1	22	24	12	1	8	20	15	16	21	23	4	19	25	18	9	10	14	13	5	2	17	6	
13	15	8	20	10	17	14	3	22	25	12	19	11	1	2	4	23	7	16	18	24	6	5	9	21	
-1	6	11	21	3	2	9	18	15	1	7	13	24	20	4	12	-1	5	8	10	22	23	17	14	19	
2	24	4	5	18	13	11	10	19	12	-1	-1	17	14	23	15	-1	21	1	22	16	25	8	7	20	
14	12	19	7	-1	23	6	-1	8	24	10	16	22	5	25	13	17	20	3	11	15	4	1	18	2	
17	-1	23	25	22	20	7	-1	4	16	21	15	9	8	18	19	14	2	24	-1	-1	13	-1	12	3	
9	16	21	3	6	5	18	12	25	17	-1	2	19	10	1	23	7	22	11	20	4	15	24	13	14	
-1	-1	17	8	13	4	15	14	10	6	11	25	-1	3	22	9	21	24	2	1	19	-1	12	23	16	
25	20	14	15	2	24	-1	16	9	7	17	4	13	23	6	-1	10	19	5	12	-1	8	11	21	22	
5	22	12	24	-1	19	8	23	1	2	14	18	16	21	20	3	15	13	25	4	6	7	9	10	17	
23	10	1	-1	19	21	20	-1	11	22	15	24	7	12	9	8	16	6	14	17	25	2	18	3	5	
3	-1	-1	14	16	6	12	22	-1	18	19	-1	4	9	8	-1	24	25	17	13	10	11	20	5	-1	
4	17	22	-1	7	8	16	19	24	13	-1	-1	25	6	5	10	12	-1	9	15	-1	14	3	2	23	
15	13	24	11	1	25	23	4	-1	14	3	10	2	-1	-1	5	20	-1	6	8	12	18	-1	22	9	
20	-1	5	-1	12	9	-1	1	3	11	24	22	18	16	15	7	19	14	21	23	8	-1	13	6	4	
19	8	9	6	21	10	-1	-1	17	20	23	-1	-1	13	14	22	2	4	18	3	7	1	-1	-1	24	
22	21	15	2	20	3	19	7	6	5	18	14	1	11	12	16	13	10	4	25	17	9	23	24	8	
7	11	16	12	5	14	10	20	23	-1	2	8	21	25	3	-1	6	1	15	24	18	22	4	19	13	
1	4	3	23	8	15	24	2	12	21	5	17	6	22	13	14	-1	18	19	9	20	10	16	25	7	
24	14	10	9	25	18	22	17	13	4	20	23	15	19	16	2	3	-1	12	7	5	21	6	11	1	
6	18	13	19	17	1	25	11	16	8	4	9	10	7	24	20	5	23	22	21	2	3	14	15	12	
