4
1
9	1	16	-1	13	12	5	14	4	3	15	-1	8	-1	10	6	
6	-1	3	5	1	16	10	11	8	14	9	2	4	13	12	15	
8	11	4	13	9	15	7	2	10	16	6	12	1	5	-1	3	
12	10	14	15	4	8	6	3	13	5	11	1	-1	9	7	16	
5	6	1	10	16	9	13	8	2	15	14	11	7	12	3	4	
7	16	12	3	6	10	15	4	5	9	1	8	13	2	11	14	
13	15	2	11	-1	7	14	5	16	6	3	4	10	1	-1	8	
14	4	8	9	2	3	11	1	12	13	7	10	16	6	15	5	
11	3	15	16	8	5	9	7	1	4	12	6	14	10	13	2	
4	14	5	-1	10	2	16	-1	7	8	13	15	11	3	-1	9	
2	-1	10	-1	-1	4	1	13	14	-1	16	5	15	8	6	-1	
1	13	6	8	11	14	12	15	3	2	10	9	5	-1	4	-1	
15	-1	9	14	7	1	8	16	11	10	2	-1	6	4	5	13	
-1	5	7	1	15	11	2	9	6	12	4	13	3	14	8	10	
3	2	11	6	5	13	4	10	9	7	8	14	12	15	16	1	
10	8	13	-1	14	-1	3	12	15	1	-1	16	9	-1	2	11	
