4
1
-1	7	2	-1	-1	-1	5	-1	9	-1	4	3	11	-1	12	6	
-1	12	-1	-1	-1	-1	-1	1	-1	-1	11	-1	-1	4	10	8	
4	-1	-1	-1	-1	2	-1	6	-1	-1	-1	10	3	-1	-1	-1	
-1	3	-1	14	-1	-1	4	-1	-1	1	15	5	-1	7	9	-1	
3	-1	-1	-1	2	-1	-1	4	-1	6	-1	-1	-1	12	5	-1	
-1	-1	-1	6	-1	-1	-1	7	-1	9	1	-1	10	-1	14	-1	
7	-1	10	-1	1	-1	6	-1	4	5	2	-1	-1	-1	8	-1	
-1	14	-1	9	-1	10	12	8	16	-1	3	-1	-1	-1	2	-1	
-1	-1	-1	3	-1	-1	-1	-1	-1	12	13	-1	1	2	-1	16	
12	1	4	16	11	8	10	9	3	-1	5	-1	14	-1	-1	-1	
-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	8	3	-1	-1	
5	2	7	-1	-1	-1	13	16	1	4	6	8	-1	-1	-1	-1	
-1	11	-1	7	16	5	8	-1	-1	3	14	1	4	-1	6	-1	
-1	-1	-1	-1	-1	11	-1	3	6	-1	-1	-1	-1	5	-1	-1	
-1	8	3	5	-1	-1	1	-1	15	10	9	13	-1	11	-1	-1	
-1	-1	9	4	14	7	-1	10	-1	-1	12	16	-1	-1	3	-1	
