4
1
11	-1	8	1	-1	9	4	5	6	-1	-1	-1	3	-1	-1	10	
-1	15	-1	12	2	3	-1	-1	4	-1	-1	13	11	-1	-1	-1	
2	14	-1	10	11	8	6	-1	9	5	16	-1	12	1	-1	4	
-1	3	-1	9	10	-1	15	-1	1	-1	-1	-1	13	-1	16	5	
15	11	14	-1	5	4	12	6	-1	8	-1	-1	-1	3	9	13	
10	-1	-1	-1	1	-1	-1	-1	3	14	11	-1	-1	-1	-1	-1	
9	-1	-1	-1	16	15	2	-1	-1	-1	-1	12	-1	5	-1	11	
12	-1	-1	4	-1	11	3	-1	5	-1	-1	16	7	-1	6	1	
5	-1	11	14	-1	1	-1	-1	13	-1	10	8	4	16	-1	-1	
1	12	7	8	3	-1	13	9	15	-1	-1	4	-1	2	11	-1	
13	-1	-1	16	14	-1	10	-1	11	-1	7	9	6	-1	5	-1	
-1	9	-1	15	-1	-1	11	8	-1	16	3	14	1	-1	-1	-1	
3	4	12	6	9	10	-1	-1	-1	-1	2	-1	15	-1	-1	16	
-1	10	-1	11	-1	2	-1	-1	16	-1	13	-1	-1	12	-1	-1	
16	7	15	13	4	-1	5	-1	12	-1	9	-1	14	8	10	2	
14	5	-1	-1	12	13	-1	15	8	11	-1	-1	-1	7	4	-1	
