4
1
1	15	-1	9	16	-1	4	-1	7	-1	-1	-1	-1	10	12	3	
10	16	4	-1	3	12	1	5	9	8	2	14	6	7	13	15	
6	5	12	7	2	-1	8	10	1	15	16	3	14	11	9	4	
13	14	-1	-1	15	6	7	-1	11	-1	10	4	16	1	-1	5	
3	11	7	1	13	14	-1	6	4	16	5	8	12	-1	10	9	
-1	2	5	-1	12	7	10	11	14	-1	-1	1	-1	3	-1	8	
14	8	-1	12	9	1	-1	16	10	11	3	7	4	2	5	-1	
15	6	-1	10	8	-1	-1	3	13	-1	12	2	11	14	-1	1	
5	-1	8	6	14	-1	11	1	12	2	7	-1	9	4	15	-1	
2	-1	11	15	6	-1	9	4	5	14	8	16	7	12	3	13	
12	4	14	13	7	8	3	2	15	10	1	-1	-1	16	6	11	
7	9	10	16	5	15	12	13	3	4	6	11	2	8	-1	14	
4	-1	15	3	1	5	6	8	2	13	-1	12	10	9	-1	16	
8	10	1	14	-1	3	-1	12	16	7	9	5	15	6	4	2	
16	12	9	5	4	2	14	15	-1	3	-1	10	1	13	-1	7	
11	13	6	-1	-1	9	16	7	8	1	-1	-1	3	5	14	12	
