4
1
-1	-1	11	12	10	9	5	2	7	-1	3	13	-1	-1	8	-1	
-1	-1	10	-1	-1	13	11	-1	-1	-1	1	-1	-1	14	12	-1	
-1	5	13	8	6	-1	-1	4	-1	2	-1	-1	-1	9	1	-1	
-1	-1	7	-1	8	-1	-1	-1	16	-1	-1	-1	10	13	4	-1	
5	10	15	11	-1	-1	7	-1	13	14	8	4	12	-1	16	-1	
3	12	2	-1	13	-1	-1	11	1	-1	6	-1	8	5	-1	-1	
-1	-1	6	1	-1	-1	12	-1	2	3	-1	10	-1	11	-1	-1	
-1	4	14	-1	5	-1	-1	8	-1	-1	15	-1	6	-1	7	2	
15	13	-1	-1	11	16	-1	-1	-1	12	2	-1	14	-1	-1	-1	
9	11	-1	-1	-1	8	2	-1	-1	15	14	-1	-1	-1	13	-1	
8	-1	16	-1	9	7	10	12	4	-1	11	1	5	-1	-1	-1	
10	6	12	5	-1	3	-1	14	-1	-1	-1	-1	-1	4	2	-1	
-1	14	9	10	2	5	4	-1	-1	16	-1	15	1	8	-1	-1	
-1	15	4	3	-1	-1	-1	-1	-1	-1	-1	8	-1	2	-1	13	
-1	16	5	13	-1	-1	8	-1	-1	-1	-1	2	-1	15	-1	12	
-1	-1	8	-1	-1	-1	-1	3	-1	1	13	12	4	-1	11	16	
