4
1
4	-1	-1	16	-1	15	3	13	12	6	-1	10	8	-1	-1	-1	
10	12	15	-1	1	16	-1	8	14	3	-1	9	-1	13	6	2	
1	8	13	-1	7	-1	-1	4	15	2	16	11	3	10	12	-1	
7	3	2	6	14	11	12	10	1	8	-1	-1	9	-1	15	16	
9	10	-1	7	15	3	2	-1	-1	11	-1	6	14	12	4	-1	
-1	-1	-1	2	-1	-1	14	5	9	15	10	7	-1	11	8	-1	
11	-1	-1	-1	-1	7	-1	-1	16	-1	2	-1	-1	3	10	9	
15	4	6	-1	-1	10	11	9	13	1	14	3	16	-1	5	-1	
5	6	14	1	12	-1	15	3	4	9	11	8	-1	-1	-1	-1	
2	-1	-1	8	5	13	10	-1	3	-1	6	16	4	15	9	-1	
12	16	4	-1	6	8	7	14	10	5	-1	-1	11	1	2	-1	
13	15	-1	-1	-1	-1	-1	11	7	12	1	-1	-1	5	14	8	
16	1	-1	-1	-1	-1	4	2	-1	10	9	14	12	8	-1	15	
-1	11	9	4	-1	1	8	-1	-1	7	-1	-1	-1	16	-1	14	
14	-1	12	-1	10	6	-1	-1	8	16	3	1	-1	-1	-1	-1	
8	2	7	10	16	14	9	12	11	13	-1	-1	5	6	-1	1	
