4
1
-1	-1	3	10	11	7	-1	16	-1	-1	-1	15	1	4	-1	-1	
16	-1	-1	11	-1	-1	15	-1	10	4	-1	8	3	14	7	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	
-1	8	-1	-1	3	-1	-1	14	-1	-1	-1	-1	-1	12	-1	-1	
3	15	-1	-1	-1	-1	-1	5	-1	11	-1	-1	-1	10	-1	13	
-1	-1	-1	-1	-1	-1	-1	15	16	-1	-1	13	-1	7	-1	-1	
-1	-1	-1	4	-1	16	2	-1	-1	-1	10	1	-1	8	-1	12	
-1	-1	-1	-1	-1	-1	-1	7	-1	14	-1	-1	2	1	-1	-1	
-1	3	5	-1	-1	6	-1	-1	-1	-1	-1	9	15	-1	-1	14	
-1	-1	-1	-1	15	10	-1	-1	-1	12	-1	4	-1	2	-1	-1	
-1	1	9	2	-1	-1	-1	-1	-1	-1	-1	10	-1	3	-1	-1	
10	-1	-1	13	-1	-1	1	-1	-1	5	-1	-1	9	-1	-1	7	
-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	2	-1	6	-1	-1	
-1	4	-1	-1	2	-1	-1	-1	12	-1	13	7	8	-1	-1	-1	
12	-1	8	-1	6	-1	7	-1	4	15	-1	-1	-1	-1	-1	10	
9	-1	14	-1	16	13	-1	-1	1	6	8	-1	4	-1	12	-1	
