4
1
9	3	2	-1	7	14	-1	6	-1	5	12	13	-1	16	4	15	
16	13	8	6	2	9	12	1	14	4	11	15	10	3	7	5	
12	4	7	15	5	3	16	-1	-1	10	6	1	-1	14	9	8	
11	5	10	-1	15	-1	-1	13	16	3	9	7	6	-1	2	1	
14	8	6	2	10	-1	4	15	-1	7	1	12	3	11	16	9	
5	9	1	13	14	16	6	12	4	11	8	3	7	10	15	2	
7	12	11	-1	9	1	5	2	10	15	14	16	8	4	6	-1	
15	16	4	-1	8	-1	7	-1	9	13	2	6	1	5	14	12	
3	11	12	4	13	6	-1	8	1	9	-1	14	16	7	5	10	
1	2	-1	-1	12	10	3	-1	13	6	-1	-1	4	9	8	14	
8	-1	13	16	4	7	14	9	12	2	10	5	15	1	3	11	
10	14	9	5	11	15	1	16	3	8	7	4	12	2	13	6	
2	-1	14	12	6	5	11	4	-1	1	3	8	9	13	10	16	
4	1	16	-1	3	-1	15	10	11	14	13	9	5	6	12	7	
-1	10	5	11	16	8	-1	7	6	12	4	-1	-1	15	1	-1	
-1	7	-1	9	1	12	13	14	15	16	-1	10	2	8	11	4	
