5
1
25	-1	20	-1	12	-1	-1	-1	-1	15	8	-1	5	17	22	-1	11	-1	-1	-1	-1	-1	10	-1	-1	
-1	-1	6	14	-1	24	-1	-1	11	-1	-1	1	-1	-1	-1	-1	-1	17	-1	23	25	-1	-1	-1	-1	
-1	17	-1	23	-1	-1	12	16	20	4	2	-1	7	-1	13	24	-1	-1	-1	-1	-1	15	-1	5	-1	
1	-1	-1	-1	-1	-1	-1	10	-1	-1	3	-1	20	-1	-1	-1	-1	-1	15	22	11	-1	14	6	17	
-1	13	7	-1	-1	-1	-1	-1	-1	-1	-1	6	25	11	-1	16	-1	-1	20	-1	19	-1	-1	-1	12	
2	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	10	-1	9	4	-1	-1	-1	-1	-1	7	
-1	-1	24	-1	9	11	7	-1	-1	-1	23	-1	-1	12	-1	21	17	19	18	-1	-1	-1	2	-1	4	
5	14	13	-1	10	8	-1	-1	9	16	21	-1	-1	3	-1	6	20	-1	-1	2	-1	19	15	25	11	
4	23	-1	-1	7	-1	20	-1	18	-1	-1	-1	-1	13	-1	-1	-1	14	16	3	-1	22	-1	21	8	
-1	-1	16	-1	-1	2	25	-1	-1	-1	17	-1	-1	15	-1	-1	13	-1	-1	24	-1	-1	-1	-1	-1	
-1	-1	4	-1	1	3	19	9	-1	25	20	-1	-1	22	-1	-1	14	-1	17	-1	-1	7	11	-1	-1	
-1	-1	-1	-1	19	21	-1	8	-1	23	-1	-1	-1	7	18	13	15	-1	11	-1	17	10	-1	-1	-1	
3	-1	-1	-1	16	-1	-1	-1	6	-1	10	-1	11	23	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
-1	-1	10	-1	23	-1	-1	15	-1	-1	-1	17	-1	-1	21	-1	-1	16	-1	12	-1	9	-1	22	19	
-1	-1	-1	-1	17	-1	-1	22	-1	24	13	2	-1	-1	-1	25	8	-1	-1	-1	-1	-1	-1	4	-1	
20	-1	15	4	6	-1	-1	-1	-1	-1	-1	13	-1	-1	14	-1	16	-1	-1	17	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	20	10	4	-1	9	-1	-1	-1	-1	-1	-1	-1	18	1	-1	15	14	-1	19	-1	
16	-1	-1	-1	-1	-1	13	2	-1	-1	-1	-1	4	-1	11	8	-1	15	-1	25	-1	-1	-1	7	-1	
11	-1	21	-1	-1	14	6	7	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	
18	7	-1	-1	-1	16	22	-1	5	8	24	15	-1	6	-1	-1	-1	3	-1	13	4	17	-1	-1	-1	
-1	6	-1	1	15	12	-1	-1	24	21	-1	-1	-1	-1	-1	-1	-1	8	-1	16	2	11	-1	-1	14	
13	-1	19	-1	4	-1	23	18	16	-1	-1	8	-1	24	3	15	-1	-1	25	14	-1	21	-1	12	9	
-1	-1	-1	-1	8	9	1	-1	7	-1	-1	10	13	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
14	18	-1	-1	3	-1	-1	25	22	-1	-1	-1	23	19	-1	1	-1	2	-1	20	-1	4	-1	-1	5	
-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	-1	-1	6	-1	-1	23	13	22	-1	-1	
