4
1
4	6	11	-1	15	13	1	12	7	16	3	2	14	9	8	10	
16	-1	1	7	6	11	8	9	-1	15	13	10	12	5	3	2	
2	3	9	15	14	10	5	7	8	-1	6	12	11	4	13	16	
8	10	12	-1	3	4	2	16	5	-1	9	11	1	6	15	7	
13	1	3	2	16	-1	4	11	9	8	7	5	15	14	10	-1	
10	8	-1	-1	2	12	15	-1	14	13	16	1	7	11	5	9	
12	11	5	14	8	7	9	13	6	3	10	-1	2	16	1	4	
15	9	-1	16	1	5	10	14	12	11	2	4	3	13	6	-1	
11	15	-1	12	10	3	6	5	2	9	-1	7	13	1	16	14	
1	13	10	3	12	16	11	8	15	4	14	6	9	2	7	5	
6	5	14	9	-1	2	7	15	16	10	1	-1	8	3	12	11	
7	2	-1	8	9	14	13	1	11	5	12	3	10	15	4	6	
3	4	8	11	5	9	12	6	13	7	-1	14	16	10	2	1	
14	-1	13	10	11	1	16	2	3	6	4	8	5	7	9	-1	
5	16	15	-1	7	-1	3	4	10	2	11	9	6	12	14	13	
9	7	2	6	13	15	-1	10	1	12	5	16	4	8	11	3	
