4
1
-1	-1	12	7	-1	-1	-1	8	1	6	15	13	2	3	14	10	
8	13	11	-1	-1	-1	1	-1	-1	-1	9	4	6	-1	-1	-1	
-1	-1	-1	-1	-1	13	2	7	-1	12	-1	-1	-1	8	-1	-1	
-1	-1	14	1	4	-1	-1	-1	8	-1	-1	-1	-1	13	-1	-1	
4	2	6	14	12	7	3	16	-1	13	5	1	8	11	-1	-1	
12	11	10	-1	-1	8	14	-1	-1	-1	-1	7	3	9	2	-1	
7	-1	-1	-1	13	-1	11	15	-1	-1	-1	12	14	-1	-1	-1	
16	-1	-1	15	-1	4	6	-1	-1	-1	-1	14	5	-1	-1	13	
6	7	-1	-1	9	-1	-1	-1	10	11	-1	-1	4	14	5	2	
-1	-1	-1	10	6	15	16	-1	12	5	14	9	-1	7	-1	-1	
11	14	4	9	10	-1	12	-1	13	-1	7	6	15	16	-1	1	
13	5	8	16	11	-1	7	14	4	15	-1	2	12	10	6	-1	
2	-1	7	8	-1	-1	13	-1	6	14	4	11	-1	5	15	12	
3	12	-1	4	7	14	15	-1	-1	-1	13	-1	16	2	11	8	
14	6	13	5	8	-1	-1	11	-1	16	-1	15	-1	1	-1	-1	
-1	15	-1	11	-1	-1	-1	-1	3	1	-1	-1	-1	-1	-1	-1	
