4
1
4	1	8	12	3	-1	-1	-1	16	6	2	5	-1	7	-1	14	
-1	-1	7	-1	-1	2	14	6	-1	-1	-1	-1	-1	-1	16	8	
16	-1	-1	10	12	8	1	-1	-1	3	4	-1	-1	-1	15	-1	
15	2	-1	-1	-1	7	-1	10	11	9	13	-1	6	1	5	-1	
-1	-1	9	4	1	10	2	-1	-1	14	3	16	-1	-1	8	11	
6	12	3	2	11	16	13	9	15	1	8	4	5	10	14	7	
-1	-1	-1	-1	5	3	-1	12	13	-1	6	9	16	4	1	15	
1	13	16	15	14	6	8	4	-1	10	-1	11	-1	9	12	-1	
-1	4	-1	1	-1	11	5	-1	9	-1	10	3	15	-1	6	-1	
7	-1	2	8	16	12	4	13	14	15	-1	6	1	11	3	10	
-1	-1	-1	-1	2	9	6	3	1	4	16	-1	8	14	-1	5	
-1	16	5	6	-1	-1	15	-1	2	-1	-1	7	-1	13	9	4	
-1	8	1	9	6	4	11	2	-1	5	14	-1	7	-1	10	16	
-1	3	6	-1	-1	5	10	-1	-1	16	-1	-1	-1	12	2	-1	
2	5	-1	-1	15	13	3	16	6	7	12	-1	9	8	-1	-1	
13	10	-1	16	-1	14	12	1	8	-1	9	2	3	-1	4	6	
