5
1
13	3	9	14	24	6	20	-1	-1	1	8	15	7	11	16	5	10	12	18	-1	-1	-1	-1	21	-1	
-1	-1	4	-1	6	-1	13	-1	7	2	23	-1	-1	24	-1	22	-1	11	25	8	-1	-1	16	15	-1	
-1	-1	25	12	-1	-1	-1	-1	9	-1	-1	6	-1	-1	22	13	16	-1	23	2	19	-1	17	-1	24	
-1	22	5	15	7	24	8	25	-1	-1	19	-1	2	17	18	20	4	-1	-1	21	13	9	-1	-1	14	
20	17	16	-1	23	5	-1	11	-1	-1	13	-1	25	4	3	7	15	14	24	9	12	-1	-1	6	1	
-1	20	-1	-1	-1	-1	-1	-1	18	-1	24	14	12	22	6	10	-1	8	7	-1	9	16	-1	23	-1	
-1	-1	10	8	18	-1	7	16	-1	17	-1	-1	-1	19	15	3	-1	22	-1	20	5	14	13	24	-1	
7	5	-1	13	11	10	-1	-1	-1	25	-1	18	8	-1	-1	-1	-1	16	1	-1	15	-1	21	-1	-1	
-1	-1	-1	-1	-1	-1	1	9	-1	-1	25	-1	4	-1	10	-1	-1	19	15	12	-1	-1	7	-1	20	
-1	-1	-1	16	25	19	15	-1	13	-1	5	-1	20	-1	-1	-1	18	2	11	-1	6	-1	1	8	3	
-1	-1	1	-1	2	-1	-1	5	15	-1	6	25	17	12	11	16	23	10	4	-1	21	24	14	13	8	
17	11	-1	4	21	7	-1	1	12	-1	20	3	-1	-1	2	-1	25	9	13	24	16	-1	-1	18	22	
14	8	20	25	16	-1	23	2	17	24	21	5	13	-1	-1	12	22	15	6	11	-1	-1	19	3	-1	
12	-1	-1	-1	19	25	16	-1	21	-1	4	22	-1	10	-1	-1	-1	20	17	-1	-1	11	23	-1	9	
5	10	3	22	13	-1	4	-1	-1	6	16	-1	14	-1	24	-1	-1	21	19	-1	-1	12	25	20	-1	
-1	-1	-1	19	-1	15	21	18	5	-1	12	4	22	-1	14	6	-1	23	-1	17	2	-1	8	10	7	
-1	-1	-1	23	-1	-1	6	-1	-1	-1	11	-1	-1	1	-1	9	8	-1	-1	10	20	-1	18	16	-1	
3	2	13	-1	5	-1	17	20	16	19	10	21	-1	8	23	18	-1	24	12	7	22	-1	15	-1	-1	
21	-1	7	6	-1	13	11	14	-1	8	-1	20	16	-1	17	-1	1	25	-1	4	-1	3	-1	5	23	
4	16	8	-1	10	-1	25	23	24	-1	7	13	-1	6	19	-1	20	-1	21	15	14	1	9	-1	11	
10	-1	-1	21	-1	-1	-1	6	-1	13	-1	1	24	-1	-1	15	-1	7	-1	22	-1	25	-1	-1	18	
-1	-1	-1	7	-1	-1	9	10	-1	15	18	8	6	21	12	-1	-1	-1	20	-1	11	-1	24	-1	16	
16	-1	18	17	22	8	-1	-1	-1	11	9	2	-1	14	5	23	-1	4	10	6	-1	15	20	-1	-1	
-1	13	15	20	4	3	24	19	-1	18	22	-1	-1	16	7	11	9	17	2	1	8	21	5	-1	12	
8	24	-1	5	-1	-1	-1	7	4	20	15	-1	-1	25	13	-1	-1	-1	-1	16	10	-1	3	-1	17	
