5
1
1	22	-1	7	20	-1	10	21	4	16	23	-1	25	3	24	6	9	15	5	2	14	18	12	17	8	
15	4	-1	-1	-1	-1	-1	25	6	13	8	-1	11	-1	1	17	-1	7	10	23	9	21	20	3	-1	
3	6	-1	16	21	17	8	19	15	-1	-1	14	-1	12	-1	13	-1	25	24	1	5	4	10	23	22	
17	14	-1	23	11	-1	7	12	-1	5	6	10	-1	16	15	3	20	-1	4	8	2	-1	13	1	24	
8	10	25	12	-1	-1	9	23	3	-1	2	13	-1	20	4	-1	-1	16	18	14	19	7	11	-1	6	
-1	16	-1	20	24	-1	5	18	-1	6	12	2	13	-1	19	7	23	1	9	11	21	10	8	4	3	
-1	8	7	-1	-1	21	16	11	2	9	24	1	20	5	22	-1	18	6	13	4	15	17	19	-1	14	
4	15	6	19	-1	3	20	8	-1	12	18	17	9	11	16	10	21	-1	2	24	1	5	23	22	13	
13	9	17	-1	12	19	24	1	25	23	15	-1	4	14	10	-1	3	-1	16	5	7	6	2	11	18	
-1	-1	1	5	2	10	-1	4	13	-1	21	23	6	7	3	15	25	17	8	19	24	-1	16	12	9	
25	13	8	1	15	2	21	24	-1	11	16	4	18	9	23	-1	6	-1	7	-1	-1	22	17	-1	20	
9	7	23	11	6	1	18	-1	14	25	10	22	2	15	8	-1	16	5	-1	17	-1	19	24	21	12	
24	21	5	14	3	20	6	9	16	10	11	7	19	17	12	18	2	23	22	13	4	-1	-1	8	15	
10	20	16	4	-1	12	-1	5	22	7	14	-1	3	1	-1	24	8	9	11	-1	18	2	6	-1	23	
2	18	12	22	17	-1	15	-1	23	8	20	24	5	-1	6	19	1	10	-1	21	-1	-1	14	7	-1	
-1	19	3	-1	-1	18	-1	-1	12	21	4	-1	24	23	14	1	5	13	17	22	-1	15	7	10	2	
22	12	4	25	7	-1	13	2	9	3	-1	6	15	18	-1	23	-1	8	14	10	-1	16	1	24	21	
11	24	21	15	14	6	-1	22	20	17	5	-1	1	10	13	9	7	2	12	16	23	8	18	-1	25	
6	5	10	17	13	23	-1	14	1	24	-1	-1	8	-1	7	11	15	-1	3	18	22	12	9	20	4	
16	1	18	2	23	7	11	10	8	-1	-1	12	22	21	9	25	24	4	6	20	-1	13	3	-1	5	
-1	25	24	18	9	13	1	17	5	4	7	20	23	19	11	2	14	-1	15	6	8	3	-1	-1	10	
19	17	11	10	4	-1	3	-1	-1	2	22	9	-1	24	25	8	13	18	-1	7	20	14	5	6	1	
12	2	-1	6	16	9	22	20	-1	19	-1	21	-1	8	17	-1	10	24	1	-1	13	23	-1	18	7	
5	23	14	13	22	8	12	7	24	18	-1	15	10	6	2	16	-1	20	19	3	25	11	21	9	17	
7	3	-1	-1	1	25	23	6	10	14	13	18	16	-1	5	22	17	11	21	9	-1	24	-1	2	19	
