4
1
3	2	9	1	11	6	8	12	15	13	-1	7	-1	4	14	16	
4	-1	-1	12	5	15	10	1	8	3	14	9	7	11	6	2	
6	-1	5	11	2	13	7	3	4	1	12	16	10	8	9	15	
7	15	10	-1	4	9	16	14	2	11	6	5	-1	12	3	1	
-1	4	6	5	3	7	-1	9	12	-1	1	15	-1	13	-1	14	
8	13	3	-1	15	5	1	6	16	10	11	-1	12	7	4	9	
12	7	2	-1	14	10	11	13	9	5	4	6	1	-1	8	3	
-1	-1	15	9	16	12	4	8	13	14	7	3	6	-1	11	5	
9	6	1	3	13	-1	14	-1	7	-1	-1	-1	8	5	2	10	
13	8	4	7	1	2	15	10	3	9	5	11	14	16	12	6	
10	11	16	2	12	8	9	5	14	-1	13	1	15	3	7	4	
14	5	-1	-1	7	-1	6	16	10	4	2	8	11	-1	1	13	
16	9	11	13	6	1	12	7	5	2	3	10	4	14	15	8	
15	1	14	-1	-1	16	5	2	11	12	8	4	3	6	13	7	
5	-1	7	6	-1	14	-1	4	-1	15	9	13	2	-1	16	11	
2	3	8	4	10	-1	13	15	6	7	16	14	9	1	-1	12	
