4
1
8	1	3	-1	4	5	12	15	14	-1	7	16	-1	-1	10	-1	
-1	-1	-1	-1	-1	-1	-1	1	-1	-1	11	2	9	-1	7	5	
2	-1	-1	-1	11	13	3	-1	-1	-1	-1	-1	-1	-1	8	15	
4	10	14	-1	-1	-1	7	8	-1	-1	15	-1	-1	6	-1	-1	
12	-1	-1	9	8	1	11	5	6	15	-1	-1	2	7	-1	10	
1	5	-1	2	-1	-1	14	-1	3	11	-1	10	8	15	-1	9	
16	-1	-1	15	-1	-1	13	3	-1	-1	1	8	5	-1	14	6	
6	-1	7	-1	10	15	-1	-1	-1	13	5	9	11	1	3	-1	
14	-1	16	13	12	-1	-1	4	-1	-1	-1	11	15	-1	1	-1	
15	2	9	3	16	11	1	13	-1	14	8	7	-1	-1	-1	12	
5	6	-1	-1	3	7	15	-1	-1	-1	-1	4	-1	16	-1	11	
-1	4	-1	-1	5	-1	-1	-1	16	-1	-1	-1	7	13	9	3	
9	13	-1	-1	1	6	16	10	8	7	4	-1	-1	-1	-1	14	
11	-1	1	10	14	4	9	-1	-1	5	2	-1	3	-1	-1	13	
-1	-1	2	-1	-1	-1	-1	-1	10	-1	-1	13	-1	-1	-1	7	
7	14	6	8	-1	3	5	2	-1	-1	9	12	-1	10	15	4	
