4
1
-1	-1	-1	-1	-1	-1	8	-1	-1	-1	11	-1	7	-1	-1	-1	
-1	14	3	5	-1	-1	7	13	-1	-1	-1	-1	-1	-1	15	-1	
-1	-1	-1	-1	-1	-1	6	12	-1	-1	-1	7	-1	-1	1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	3	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	2	4	7	-1	-1	-1	-1	1	14	10	
-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	7	-1	-1	12	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	
1	-1	-1	-1	-1	-1	-1	-1	12	-1	5	-1	-1	-1	-1	-1	
-1	-1	15	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	
-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	11	
-1	-1	-1	4	-1	-1	5	-1	2	-1	-1	-1	-1	-1	-1	-1	
7	-1	-1	-1	-1	-1	3	9	8	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	11	-1	16	-1	1	-1	-1	-1	-1	-1	-1	12	-1	
-1	-1	-1	-1	4	6	-1	-1	11	-1	-1	-1	-1	16	-1	-1	
-1	-1	-1	-1	-1	-1	-1	5	4	-1	-1	-1	-1	6	-1	-1	
