4
1
1	15	2	-1	-1	-1	-1	14	7	5	-1	-1	8	10	12	-1	
10	-1	-1	-1	-1	-1	1	5	-1	-1	-1	-1	-1	-1	-1	-1	
6	-1	12	-1	-1	13	-1	10	-1	-1	16	3	14	11	-1	-1	
-1	14	3	-1	15	6	7	-1	11	12	10	-1	16	1	2	-1	
3	-1	7	-1	13	-1	2	-1	4	16	-1	8	-1	-1	-1	9	
-1	2	5	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	
14	8	-1	12	-1	1	15	-1	10	-1	-1	-1	4	2	5	-1	
-1	6	16	-1	-1	-1	5	3	-1	9	12	-1	-1	-1	-1	-1	
-1	3	8	6	-1	16	11	-1	12	-1	7	13	9	-1	15	-1	
-1	-1	11	15	-1	-1	9	-1	5	-1	8	16	7	-1	3	13	
-1	4	14	13	7	-1	-1	-1	15	10	-1	-1	-1	16	6	-1	
7	9	-1	-1	5	15	12	13	3	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	3	1	5	-1	8	-1	13	-1	12	-1	9	-1	16	
8	10	1	14	-1	-1	13	12	16	-1	-1	5	15	-1	-1	2	
16	-1	-1	5	4	-1	14	15	-1	3	11	10	-1	13	-1	-1	
11	13	6	2	-1	-1	16	-1	8	1	4	-1	-1	-1	-1	12	
