5
1
11	-1	24	-1	-1	-1	-1	-1	16	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	18	-1	-1	
8	-1	-1	-1	-1	-1	18	17	11	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	9	4	-1	-1	6	-1	
-1	-1	-1	-1	-1	8	-1	7	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	
7	14	-1	-1	-1	22	-1	1	-1	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	2	-1	
-1	20	-1	-1	-1	-1	19	-1	12	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	24	-1	-1	-1	
-1	7	-1	17	10	-1	5	-1	-1	-1	3	20	-1	-1	24	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	
-1	19	-1	-1	-1	-1	1	-1	4	-1	17	25	-1	-1	7	-1	-1	-1	-1	14	-1	-1	20	-1	-1	
-1	-1	-1	14	-1	10	-1	-1	-1	-1	-1	-1	19	2	18	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	
2	-1	4	8	9	19	23	-1	14	-1	-1	22	-1	-1	-1	12	-1	17	-1	-1	-1	-1	-1	-1	-1	
-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	4	-1	-1	1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	6	20	-1	-1	-1	-1	-1	19	-1	23	-1	-1	-1	-1	-1	21	
-1	-1	5	23	8	-1	20	-1	-1	3	14	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	
-1	13	-1	-1	3	-1	-1	-1	-1	24	-1	-1	-1	1	-1	-1	14	-1	-1	-1	25	-1	-1	-1	-1	
-1	-1	-1	-1	-1	1	-1	21	13	-1	-1	5	-1	19	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	5	-1	-1	3	1	-1	
-1	9	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	14	-1	-1	-1	-1	-1	13	-1	-1	15	-1	-1	
24	-1	25	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	5	-1	-1	
23	-1	-1	4	22	-1	-1	-1	-1	-1	18	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	19	-1	-1	6	
-1	-1	-1	21	-1	-1	17	14	-1	-1	-1	-1	-1	10	-1	-1	24	-1	-1	-1	-1	18	-1	-1	-1	
-1	23	-1	-1	-1	-1	-1	10	-1	-1	-1	4	16	-1	-1	-1	-1	-1	-1	-1	17	14	9	12	8	
-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	-1	-1	-1	11	6	-1	20	-1	-1	10	
-1	17	-1	3	-1	-1	21	2	-1	-1	1	-1	-1	-1	-1	-1	-1	18	7	-1	-1	5	-1	15	-1	
-1	2	-1	-1	-1	5	3	-1	-1	-1	-1	13	-1	-1	17	-1	-1	-1	15	-1	11	-1	-1	4	-1	
-1	-1	-1	20	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	13	-1	-1	8	-1	-1	-1	-1	-1	-1	
